Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,4.7uF,C_0402_1005Metric,33.175,-28.215,180.0,top
FPC1,FPC-05F-18PH20,FPC-SMD_18P-P0.50_FPC-05F-18PH20,29.815001,-23.5625,180.0,bottom
FPC2,FPC-05F-18PH20,FPC-SMD_18P-P0.50_FPC-05F-18PH20,29.815001,-23.5625,180.0,top
LED1,WS2812C-2020-V1,LED-SMD_4P-L2.0-W2.0-TL_WS2812B-2020,35.815001,-30.025,90.0,bottom
LED2,WS2812C,LED-SMD_4P-L2.0-W2.0-TL_WS2812B-2020,23.815001,-30.025,270.0,bottom
R1,10K,R_0402_1005Metric,23.915,-32.025,180.0,bottom
SW1,TS-1088R-02026,SW-SMD_L3.9-W3.0-P4.45,26.015,-34.425,0.0,bottom
U1,HC32L110C6UA,QFN-20-1EP_3x3mm_P0.4mm_EP1.4x1.4mm,33.885,-30.735,-90.0,top
U2,74HC688,TSSOP-20_W4.4mm,26.315001,-32.275,-90.0,top
