Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,100nF,C_0402_1005Metric,27.5895,-35.1605,90.0,top
C2,1uF,C_0402_1005Metric,26.4895,-35.5105,-90.0,top
C3,22pF,C_0402_1005Metric,27.22,-33.5105,0.0,top
C4,22pF,C_0402_1005Metric,27.2,-32.0105,0.0,top
C5,100nF,C_0402_1005Metric,27.2,-31.0105,180.0,top
C6,1nF,C_0402_1005Metric,34.5,-34.5,-90.0,top
C7,100nF,C_0402_1005Metric,34.9895,-33.0105,0.0,top
C8,1uF,C_0402_1005Metric,24.9895,-36.0435,180.0,top
C9,1uF,C_0402_1005Metric,23.9895,-30.7105,0.0,top
R1,10K,C_0402_1005Metric,34.7895,-36.0,180.0,top
R2,10M,C_0402_1005Metric,35.5,-34.5,-90.0,top
U1,ADS1293CISQE-NOPB,ADS1293CISQE,31.0,-33.5,90.0,top
U2,AP2112K-3.3TRG1,SOT-25-5_L2.9-W1.6-P0.95-LS2.8-BL,24.459792,-33.5,180.0,top
Y1,Crystal,Crystal_SMD_HC49-SD,29.8895,-32.3105,0.0,bottom
