E$2, 8.35, 75.59, 0.00, , FIDUCIAL-1X2
E$4, 81.36, 75.59, 0.00, , FIDUCIAL-1X2
E$6, 8.35, -1.59, 0.00, , FIDUCIAL-1.5X3
