Comment,Designator,Footprint,LCSC,Quantity
ZX-PZ1.0-2-13PWZ,H1,HDR-SMD_ZX-PZ1.0-2-13PWZ,C41370707,1
XIAO-ESP32-C3-DIP,U1,XIAO-ESP32C6-DIP,,1
