Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,4.7uF,C_0402_1005Metric,33.36,-31.19,180.0,top
J4,XF2J-1824-12A,XUNPU_FPC_05F_18P_H20,30.000001,-28.0,180.0,bottom
J10,XF2J-1824-12A,XUNPU_FPC_05F_18P_H20,30.000001,-28.0,180.0,top
LED1,WS2812-2020,WS2812-2020,36.000001,-33.0,270.0,bottom
LED2,WS2812-2020,WS2812-2020,24.000001,-33.0,90.0,bottom
R1,10K,R_0402_1005Metric,24.1,-35.0,180.0,bottom
SW1,NA,SW-SMD_L3.9-W3.0-P4.45,26.2,-37.4,0.0,bottom
U1,HC32L110C6UA,QFN-20-1EP_3x3mm_P0.4mm_EP1.4x1.4mm,34.07,-33.71,-90.0,top
U2,74HC688,TSSOP-20_W4.4mm,26.500001,-35.25,-90.0,top
