Comment,Designator,Footprint,LCSC,Quantity
100nF,C5,C_0402_1005Metric,C1525,1
1uF,"C1,C2",C_0402_1005Metric,C52923,2
4.7k,"R1,R2,R3,R4,R5,R6,R7,R8",R_0402_1005Metric,C25900,8
BSS138BKS,"U3,U5",SOT-363_L2.1-W1.3-P0.65-LS2.3-BL,C5224290,2
ICM-20948,U4,QFN-24-1EP_3x3mm_P0.4mm_EP1.75x1.6mm,C726001,1
MCP1700T-1802E/TT,U1,SOT-23-3_L2.9-W1.3-P1.90-LS2.4-BR,C150796,1
